-9.25	-0.4676	0.09591
-9	-0.649	0.06371
-8.75	-0.6415	0.05994
-8.5	-0.649	0.05536
-8.25	-0.6597	0.05048
-8	-0.6647	0.04615
-7.75	-0.664	0.04234
-7.5	-0.6588	0.03888
-7.25	-0.6495	0.03591
-7	-0.637	0.03353
-6.75	-0.6223	0.03168
-6.5	-0.6052	0.02943
-6.25	-0.5859	0.02792
-6	-0.5659	0.02665
-5.75	-0.5454	0.02556
-5.5	-0.524	0.02425
-5.25	-0.5023	0.02334
-5	-0.4796	0.02227
-4.75	-0.4571	0.02158
-4.5	-0.4346	0.0209
-4.25	-0.4122	0.02023
-4	-0.3902	0.01975
-3.75	-0.368	0.01937
-3.5	-0.3461	0.01903
-3.25	-0.324	0.01868
-3	-0.3019	0.01831
-2.75	-0.2753	0.01795
-2.5	-0.2306	0.01757
-2.25	-0.1869	0.01728
-2	-0.1494	0.01704
-1.75	-0.1161	0.01697
-1.5	-0.0695	0.01716
-1.25	0.0156	0.01742
-1	0.0782	0.01739
-0.75	0.1209	0.01732
-0.5	0.1665	0.01724
-0.25	0.2237	0.01701
0	0.2623	0.01684
0.25	0.3002	0.01665
0.5	0.337	0.01643
0.75	0.3725	0.01619
1	0.4063	0.01593
1.25	0.4371	0.01571
1.5	0.4637	0.0156
1.75	0.4896	0.01553
2	0.515	0.01549
2.25	0.5396	0.0155
2.5	0.5637	0.01556
2.75	0.5877	0.01565
3	0.6117	0.01576
3.25	0.6359	0.01588
3.5	0.6601	0.01603
3.75	0.6843	0.0162
4	0.7087	0.01639
4.25	0.7331	0.01659
4.5	0.7575	0.0168
4.75	0.7821	0.01697
5	0.8043	0.01717
5.25	0.8272	0.01736
5.5	0.8503	0.0176
5.75	0.8718	0.01787
6	0.8941	0.01813
6.25	0.914	0.0184
6.5	0.9336	0.01869
6.75	0.9522	0.01903
7	0.9695	0.01946
7.25	0.9849	0.02006
7.5	0.9979	0.02093
7.75	1.0091	0.02212
8	1.0201	0.02352
8.25	1.0338	0.02486
8.5	1.0496	0.02622
8.75	1.0677	0.0276
9	1.0874	0.02904
9.25	1.1079	0.03035
9.5	1.1314	0.03206
9.75	1.1526	0.03349
10	1.1784	0.03556
10.25	1.1961	0.03723
10.5	1.214	0.03894
10.75	1.2391	0.04137
11	1.2486	0.04359
11.25	1.2553	0.04577
11.5	1.2639	0.04793
11.75	1.2761	0.05012
12	1.2907	0.05426
12.25	1.2781	0.05664
12.5	1.261	0.05934
12.75	1.2411	0.06248
13	1.2187	0.06618
13.25	1.1933	0.07055
13.5	1.165	0.07573
13.75	1.1339	0.0819
14	1.1009	0.08918
14.25	1.0677	0.09758
14.5	1.0377	0.10673
